,lien,Marque,Modèle,Carburant,Kilométrage,Puissance fiscale,Année,Prix
1242,https://www.tayara.tn//listings/voitures-9/56fb427d-8db0-48d6-8b07-5ea59514f8aa/a-vondre-une-voiture-ford-fiesta-titanium-,Ford,Fiesta,Essence,122000.0,5.0,2015.0,31000.0
1243,https://www.tayara.tn//listings/voitures-9/b1328450-9c9c-40ce-9596-d57d00dd7e47/tres-urgent-tivoli-à-vendre,Ssangyong,Family,Essence,54000.0,7.0,2016.0,52000.0
1244,https://www.tayara.tn//listings/voitures-9/30e040c8-a184-4b91-8946-3bba6875c7ba/306-ndhifa-yasser,Peugeot,306,Essence,277000.0,6.0,1996.0,15300.0
1245,https://www.tayara.tn//listings/voitures-9/bcb810c1-9b0c-46af-86ed-799a5e79aa6d/bmw-e30-coupe,BMW,Serie 3,Essence,160000.0,7.0,1987.0,123000.0
1246,https://www.tayara.tn//listings/voitures-9/8d14809b-8d4b-482a-b110-df90a52abc55/renault-kangoo-mouteur-r19,Renault,Kangoo,Diesel,250000.0,7.0,2000.0,8000.0
1247,https://www.tayara.tn//listings/voitures-9/c460340c-3aa1-44b0-9dfb-9e9cb01d6076/tivoli-neuve,Ssangyong,Family,Essence,38900.0,7.0,2016.0,63900.0
1248,https://www.tayara.tn//listings/voitures-9/a7f9f653-bbe7-46c8-9842-1eb03f983575/partner-trés-onne-etat,Peugeot,Partner,Diesel,200000.0,7.0,2009.0,15700.0
1249,https://www.tayara.tn//listings/voitures-9/71624aff-3e10-4ef9-8f8c-63107bcd77b2/partner-modél-2012-batri-3endha-jom3a-mbadla,Peugeot,Partner,Diesel,177000.0,7.0,2012.0,19500.0
1250,https://www.tayara.tn//listings/voitures-9/fd25fd6d-cea7-4904-bb16-256f2d8a60f3/fiat-doblo-à-vendre-98289115,Fiat,Doblo,Diesel,150000.0,5.0,2015.0,21000.0
1251,https://www.tayara.tn//listings/voitures-9/5716288a-8f52-411f-b120-fef87eb9d4e7/megane-mazout-22101114,Renault,Megane,Diesel,206000.0,6.0,2010.0,1000.0
1252,https://www.tayara.tn//listings/voitures-9/e26438c6-1e6c-4cf9-bf67-d50e00ced636/à-vendre-très-belle-mercedes-cdi-220-8-cv-diesel-,Mercedes-Benz,Classe C,Diesel,160000.0,8.0,2007.0,38000.0
1253,https://www.tayara.tn//listings/voitures-9/5ef2a767-8d44-40ee-9f24-0137a6df4a57/très-belle-mercedes-ml-320,Mercedes-Benz,Classe ML,Essence,94000.0,16.0,2002.0,40000.0
1254,https://www.tayara.tn//listings/voitures-9/5c52293c-af18-4758-a1d0-2d5413ef8f6d/peugeot-307,Peugeot,307,Diesel,210000.0,6.0,2005.0,19000.0
1255,https://www.tayara.tn//listings/voitures-9/5f31c10a-21c4-4447-abb4-ee360ceeedc4/seat-léon-22101114,Seat,Leon,Essence,141000.0,6.0,2011.0,1000.0
1256,https://www.tayara.tn//listings/voitures-9/5e836597-8090-4365-9aad-8749c01f4e87/nthifa-yeseer-💞,AC,Cobra,Essence,55555.0,49.0,2006.0,2900.0
1257,https://www.tayara.tn//listings/voitures-9/8f1a63fc-52d8-4485-b7cb-0bfef258c162/jaguar-xtype-,Jaguar,X-Type,Diesel,145000.0,7.0,2010.0,35500.0
1258,https://www.tayara.tn//listings/voitures-9/60238be1-4abd-4a94-a28e-b12e118e51d8/nissan-juke-1-5l-diesel-full-option,Nissan,Juke,Diesel,81000.0,6.0,2013.0,46500.0
1259,https://www.tayara.tn//listings/voitures-9/8a35db4a-03d6-4628-9a84-ea33dc770a3a/مرسداس-،،54910113,Mercedes-Benz,220,Essence,200000.0,9.0,2008.0,45000.0
1260,https://www.tayara.tn//listings/voitures-9/79255da4-31e0-467c-b80f-5ec104f4ad2d/nissan-micra,Nissan,Micra,Essence,100000.0,5.0,2017.0,9000.0
1261,https://www.tayara.tn//listings/voitures-9/e600339b-5f3f-46c7-9557-141c158acdd9/opel-swing,Opel,Corsa,Essence,161000.0,4.0,1999.0,9500.0
1262,https://www.tayara.tn//listings/voitures-9/ffaf43e8-ec82-4836-abfe-b9e30111a96c/renault-clio-5cv,Renault,Clio,Essence,280000.0,5.0,2001.0,12300.0
1263,https://www.tayara.tn//listings/voitures-9/561d6022-9ac2-4723-88e3-04f87f822348/a-vendre-clio-classique,Renault,Clio,Essence,270000.0,5.0,2005.0,13500.0
1264,https://www.tayara.tn//listings/voitures-9/368a36f3-7fe7-4977-8791-ed2b901220a1/golf-6-en-très-bonne-état,Volkswagen,Golf 6,Essence,150000.0,5.0,2011.0,38000.0
1265,https://www.tayara.tn//listings/voitures-9/36797bcc-3b4a-4b9e-9f3c-43aa66521566/golf-5-tdi-,Volkswagen,Golf 5,Diesel,380000.0,6.0,2005.0,20500.0
1266,https://www.tayara.tn//listings/voitures-9/c0350c27-5f00-49e0-b58b-5e59eab37db1/fiat-panda-tu202-model-2018-contactez-98479647-52379647,Fiat,Panda,Essence,50000.0,4.0,2019.0,33700.0
1267,https://www.tayara.tn//listings/voitures-9/afa1cd0c-2c1c-4a70-929b-22052973089b/chevrolet-aveo-ls,Chevrolet,Aveo,Essence,174000.0,5.0,2013.0,16200.0
1268,https://www.tayara.tn//listings/voitures-9/8dbf4c6e-0331-4fd9-ae81-77434cbf2036/peugeot-407-essence,Peugeot,407,Essence,123456.0,9.0,2006.0,19000.0
1270,https://www.tayara.tn//listings/voitures-9/91fa5357-ce96-439f-b21b-dbaf93b85cce/ford-fiesta-titanium-plus,Ford,Fiesta,Essence,30000.0,5.0,2016.0,45000.0
1272,https://www.tayara.tn//listings/voitures-9/9e725a70-4868-477f-8440-b42b24b37ca6/mercedes-c-class-,Mercedes-Benz,Classe C,Diesel,180000.0,7.0,2007.0,45000.0
1273,https://www.tayara.tn//listings/voitures-9/9d143174-375a-4e4d-8058-3d9f9138db8b/polo-fox,Volkswagen,Fox,Essence,200000.0,5.0,1999.0,4500.0
1274,https://www.tayara.tn//listings/voitures-9/738197dd-034d-4664-9c55-53db24d2a325/renault-clio-classic-diesel,Renault,Clio,Diesel,284248.0,4.0,2003.0,17000.0
1275,https://www.tayara.tn//listings/voitures-9/adbfe92f-8a3e-4352-869b-6d50a4dc29e7/bmw-e39-525tds,BMW,Serie 5,Diesel,223000.0,7.0,2001.0,17000.0
1276,https://www.tayara.tn//listings/voitures-9/3ecd4396-6a67-4be1-99af-9ba7204601fc/clio-classique-tout-options-en-bonne-état-98994289-52722488-29458453,Renault,Clio,Essence,245000.0,5.0,2004.0,16500.0
1277,https://www.tayara.tn//listings/voitures-9/f99d0e90-243d-474f-85e5-907552edf1e6/berlingo-b9,Citroen,Berlingo,Diesel,233000.0,5.0,2012.0,24000.0
1279,https://www.tayara.tn//listings/voitures-9/e987ded3-c26e-4f75-865d-7b59304b77e4/fiat-punto-très-propre-comme-neuve,Fiat,Punto,Essence,128000.0,4.0,2016.0,1000.0
1280,https://www.tayara.tn//listings/voitures-9/c7ebc4a2-5171-474e-be15-ed5b1e151330/أوبل-كومبو,Opel,Combo,Diesel,340000.0,7.0,1994.0,4500.0
1281,https://www.tayara.tn//listings/voitures-9/c95b6429-26f2-4a84-953e-25652c4eba01/renault-mégane-,Renault,Megane,Diesel,250000.0,5.0,2004.0,14200.0
1282,https://www.tayara.tn//listings/voitures-9/ae8ebcb0-8f56-4d04-90c7-148669188d29/kia-rio,Kia,Rio,Essence,107000.0,5.0,2015.0,32000.0
1283,https://www.tayara.tn//listings/voitures-9/ff724196-8957-44d2-883a-88006331fb4b/سيارة-للبيع-opel-combo,Opel,Combo,Diesel,11111.111,7.0,1995.0,3800.0
1284,https://www.tayara.tn//listings/voitures-9/4e5c7277-056e-4217-97bd-9df50129ab20/berlingo-,Citroen,Berlingo,Diesel,369000.0,7.0,2009.0,16000.0
1285,https://www.tayara.tn//listings/voitures-9/3611eba4-461d-4356-9af7-bf8305208e03/voiture-a-vendre,Citroen,Berlingo,Diesel,320000.0,7.0,2000.0,8900.0
1286,https://www.tayara.tn//listings/voitures-9/dfa9c13b-5d0e-43d3-9311-13c11adde464/golf-7-série-214,Volkswagen,Golf 7,Essence,59000.0,5.0,2014.0,57500.0
1288,https://www.tayara.tn//listings/voitures-9/5153c94b-41cc-4fbc-aef2-820743681cc0/fiat-punto1-ndhifa,Fiat,Punto,Essence,290000.0,4.0,1997.0,11200.0
1290,https://www.tayara.tn//listings/voitures-9/64ca1516-a589-4045-ac1c-be7e7d7a8570/symbol-première-main-,Renault,Symbol,Essence,135000.0,5.0,2013.0,22500.0
1291,https://www.tayara.tn//listings/voitures-9/65ab7a29-6896-47d7-b11b-25f9b98990d8/nemo-1ere-main,Citroen,Nemo,Diesel,99000.0,5.0,2016.0,23800.0
1292,https://www.tayara.tn//listings/voitures-9/b6a5770c-cbbd-44dd-9c9a-4fd25d9e1ec0/très-propre-hyundai-grand-i10-,Hyundai,I 10,Essence,90000.0,5.0,2016.0,28000.0
1293,https://www.tayara.tn//listings/voitures-9/5e67aa86-f1df-43f1-a8f9-7512ced095b1/hyundai-accent-98828144,Hyundai,Accent,Essence,80000.0,6.0,2016.0,37000.0
1294,https://www.tayara.tn//listings/voitures-9/b33be622-8c62-4fc5-8ae4-7d8fdb061694/a-vendre-une-belle-106-d'une-femme-4-ch-annee-1999,Peugeot,106,Essence,231000.0,4.0,1999.0,10800.0
1295,https://www.tayara.tn//listings/voitures-9/c1bdf13f-e717-4082-88c3-791162d58714/clio-5-á-vendre,Renault,Clio,Essence,174000.0,4.0,2004.0,19500.0
1296,https://www.tayara.tn//listings/voitures-9/c36174d2-70a9-4d9d-92ae-ec0f56c90222/renault-fluence-,Renault,Fluence,Essence,38500.0,7.0,2016.0,44000.0
1297,https://www.tayara.tn//listings/voitures-9/8d10a68b-feaf-452e-8724-094a08e97190/kia-rio,Kia,Rio,Essence,130000.0,5.0,2012.0,29500.0
1298,https://www.tayara.tn//listings/voitures-9/02d55d6c-3efb-4c94-8b4d-acb81e07d39b/isuzu,Isuzu,D-MAX,Diesel,12248.455,10.0,2001.0,24000.0
1299,https://www.tayara.tn//listings/voitures-9/a7802e59-3d88-4496-abf1-bff54f31718a/peugeot-106-comme-neuf,Peugeot,106,Essence,100000.0,4.0,2000.0,10000.0
1300,https://www.tayara.tn//listings/voitures-9/c15c5c46-701e-4e66-a798-76d53dfbbe0f/a-vendre-peugeot-106,Peugeot,106,Essence,150000.0,4.0,2000.0,12500.0
1301,https://www.tayara.tn//listings/voitures-9/8cfe31e3-dc6e-40e7-b0c2-a57adbd793ed/vendre,Citroen,Berlingo,Diesel,170000.0,5.0,2013.0,42000.0
1302,https://www.tayara.tn//listings/voitures-9/731b2814-a1c9-44ac-930b-f6ffbb365b91/a-vendre-kia-rio-année-2016-bon-état-kilomètrage-67-000-neuf-et-tout-option,Kia,Rio,Essence,67000.0,5.0,2016.0,35000.0
1303,https://www.tayara.tn//listings/voitures-9/c4f8fda3-1f55-4368-8b34-c4aba2b43712/citroën-nemo-52511232,Citroen,Nemo,Diesel,169000.0,6.0,2015.0,24000.0
1304,https://www.tayara.tn//listings/voitures-9/82ddb4a1-3d80-4a05-b5f6-b2f5369e41f8/symbol-4-toute-option-95980077,Renault,Symbol,Essence,65000.0,5.0,2015.0,25000.0
1305,https://www.tayara.tn//listings/voitures-9/52c87bea-ea6c-429e-996f-f51c3f6f96c9/peugeot-boxer,Peugeot,Boxer,Diesel,175000.0,7.0,2008.0,28000.0
1306,https://www.tayara.tn//listings/voitures-9/a1e98de3-7817-42a9-ad2a-f7763f6d4bf8/bmw-e30-318i-,BMW,M3,Essence,254639.0,7.0,1987.0,9800.0
1307,https://www.tayara.tn//listings/voitures-9/7da0ff1d-ade0-4f8e-a0d4-f23f7ade88fa/fiat-palio,Fiat,Panda,Essence,168000.0,4.0,2005.0,15000.0
1308,https://www.tayara.tn//listings/voitures-9/a493db9f-f048-46ec-a5b1-9e58e7fd85c2/208,Peugeot,208,Essence,14950.0,5.0,2015.0,34000.0
1309,https://www.tayara.tn//listings/voitures-9/05e3d0be-d2d5-4ad4-b321-2b4d4a5db509/polo-3,Autres,Autres,Essence,79000.0,1.0,1978.0,10000.0
1310,https://www.tayara.tn//listings/voitures-9/3bddd093-27a5-4354-a6f6-eb278ff74c63/isusu-kb26-tlf-24734049,Isuzu,Landwind,Diesel,25308.523,9.0,1992.0,8000.0
1311,https://www.tayara.tn//listings/voitures-9/1b2ff479-718a-49ea-a21b-01e9fc4d9315/golf-4-1-4-toute-option-,Volkswagen,Golf 4,Essence,240000.0,5.0,2003.0,21800.0
1312,https://www.tayara.tn//listings/voitures-9/c03adfb7-095a-44a0-8335-448f2bd320b7/hyundai-i-10-première-main-تسجيل-اول,Hyundai,I 10,Essence,57000.0,4.0,2013.0,24500.0
1313,https://www.tayara.tn//listings/voitures-9/9f49bc1c-112f-4e07-8ede-e919cff54ad9/audi-a-5-coupée-s-line-série-139,Audi,A5,Essence,210000.0,13.0,2009.0,46800.0
1314,https://www.tayara.tn//listings/voitures-9/96c48fdb-981d-4781-8b54-a832bd2e3cd0/audi-a4-essence-année-2012,Audi,A4,Essence,200000.0,7.0,2012.0,45000.0
1316,https://www.tayara.tn//listings/voitures-9/ca2c7dd4-ab5b-4083-8a23-1b14917e682a/greatwall-m4-,Autres,Autres,Essence,43000.0,6.0,2017.0,42000.0
1317,https://www.tayara.tn//listings/voitures-9/925cc987-6e1b-4084-bdb6-82df6d9f8974/🔥mini-cooper🔥,mini,One,Essence,260000.0,6.0,2002.0,21000.0
1318,https://www.tayara.tn//listings/voitures-9/e58eeeae-f244-482a-a718-4694cf04c65f/a-vendre-une-belle-207-première-main-année-2009-très-propre-jamais-accidenté-,Peugeot,207,Essence,200000.0,6.0,2009.0,22000.0
1319,https://www.tayara.tn//listings/voitures-9/15ed4c44-8990-4ed8-aca9-45739e0bb729/audi-3-boîte-auto-gazoil-sport-pour-les-commerçants-ser158,Audi,A3,Diesel,180000.0,5.0,2011.0,27500.0
1320,https://www.tayara.tn//listings/voitures-9/f3f9d6f8-a72a-4339-95f7-0f5d3d038cec/peugeot-206,Peugeot,206+,Essence,180000.0,4.0,2010.0,2000.0
1322,https://www.tayara.tn//listings/voitures-9/9a73ea67-a342-4a88-b93e-0491bfb00cfd/fiat-qubo,Fiat,Ducato,Essence,140000.0,5.0,2017.0,32000.0
1323,https://www.tayara.tn//listings/voitures-9/2d711f81-102b-445d-a5fb-8098fe83fd57/peugeot-205,Peugeot,205,Diesel,30000.0,4.0,1985.0,3500.0
1324,https://www.tayara.tn//listings/voitures-9/6e79a742-e004-41f3-a128-11a27670668c/toyota-avanza,Toyota,Avensis,Essence,170000.0,6.0,2015.0,25000.0
1325,https://www.tayara.tn//listings/voitures-9/ba04d6cb-3874-4d49-88d2-09e97fcc34c9/citroen-c-1,Citroen,C1,Essence,16000.0,4.0,2017.0,29000.0
1326,https://www.tayara.tn//listings/voitures-9/473cfcdd-6363-43b6-b7e1-3d5361343a5e/mitsubishi-l200,Mitsubishi,L200,Diesel,260000.0,10.0,2008.0,22000.0
1327,https://www.tayara.tn//listings/voitures-9/c2ce2b25-ca21-4b1f-a8ae-70e7e55953ba/voiture-tel22507633,Volkswagen,Polo,Essence,161800.0,5.0,1999.0,12500.0
1328,https://www.tayara.tn//listings/voitures-9/5b8eb5c3-14a6-4226-bf7a-6c60f35f726f/passat-cc-forsa,Volkswagen,CC,Diesel,180000.0,8.0,2010.0,39500.0
1329,https://www.tayara.tn//listings/voitures-9/5da2cbea-317e-4f00-9e46-7292c849b52c/a-vendre-peugeot-205-junior-ndhayfa-26-678-722,Peugeot,205,Essence,145000.0,4.0,1998.0,5300.0
1330,https://www.tayara.tn//listings/voitures-9/2210b91e-b19a-41cb-8585-6c6f69b2ed94/jumpy-22755245,Citroen,Jumpy,Diesel,161000.0,7.0,2015.0,30000.0
1331,https://www.tayara.tn//listings/voitures-9/b560c16e-f6b9-4e7d-9a65-620910700621/jetta-tdi,Volkswagen,Jetta,Diesel,191000.0,5.0,2012.0,38000.0
1332,https://www.tayara.tn//listings/voitures-9/957db26a-87da-4676-a88b-ccfda37dea1d/voiture,Renault,Kangoo,Essence,214000.0,6.0,2003.0,17000.0
1333,https://www.tayara.tn//listings/voitures-9/43c95794-2b2c-46bb-a9ae-dfadfbabe506/audi-a4,Audi,A4,Essence,184000.0,7.0,2009.0,35000.0
1334,https://www.tayara.tn//listings/voitures-9/29dca4db-fe66-4b20-aebf-f907743ac830/cadyy,Volkswagen,Caddy,Diesel,266000.0,8.0,2010.0,18000.0
1335,https://www.tayara.tn//listings/voitures-9/7bdc2f29-1444-427f-9e8d-54845b76e2c6/smart-for-two,Smart,ForTwo,Diesel,92000.0,3.0,2011.0,23800.0
1336,https://www.tayara.tn//listings/voitures-9/9b934300-8ce1-4473-a83b-1fd2fc47db5f/fiat-siena-1ère-main,Fiat,Siena,Essence,177000.0,5.0,2005.0,15000.0
1337,https://www.tayara.tn//listings/voitures-9/7cb33c7b-294e-472a-bc6f-f13c6a2d797c/reunalt-kangoo,Renault,Kangoo,Diesel,250000.0,7.0,2004.0,8000.0
1338,https://www.tayara.tn//listings/voitures-9/7f0c012f-ab21-416a-a783-4b903d580948/polo-5-noir-toute-option,Volkswagen,Polo,Essence,233000.0,4.0,2005.0,14700.0
1339,https://www.tayara.tn//listings/voitures-9/5016f005-67ee-4840-a808-45daded7d0b1/voiture-a-vendre,Toyota,FJ,Essence,150000.0,6.0,2013.0,26000.0
1340,https://www.tayara.tn//listings/voitures-9/61125859-cec8-44c7-8497-7348e8367924/b9-partener-3-place-24365561,Peugeot,Partner,Diesel,219000.0,5.0,2010.0,23500.0
1341,https://www.tayara.tn//listings/voitures-9/1061e3d0-4e0c-42ad-ab48-e113c1b78e10/fiat-palio-a-vendre-,Fiat,Palio,Essence,200000.0,4.0,2002.0,11000.0
1345,https://www.tayara.tn//listings/voitures-9/009e6d26-2483-48c5-926e-fbd4f97294d1/groupe-électrogène,Audi,100,Essence,127888.0,12.0,2020.0,25000.0
1347,https://www.tayara.tn//listings/voitures-9/7a4570a3-c620-47a8-b03d-d3e02939318f/c-élysée-exclusive,Citroen,C-Elysée,Essence,133000.0,5.0,2014.0,25000.0
1348,https://www.tayara.tn//listings/voitures-9/44ea9cba-3a5a-43d9-8278-ef7b2bf0a1e9/chevrolet-aveo,Chevrolet,Aveo,Essence,68639.0,5.0,2017.0,24800.0
1349,https://www.tayara.tn//listings/voitures-9/8b8c8e86-8460-4a92-a552-ee1c337987b5/voiture-peugeot-306-,Peugeot,306,Diesel,400000.0,5.0,1992.0,10000.0
1350,https://www.tayara.tn//listings/voitures-9/2e650e0f-9fde-44f9-8264-f01e01571fc0/berlingo-à-vendre,Citroen,Berlingo,Diesel,150000.0,5.0,2017.0,16000.0
1351,https://www.tayara.tn//listings/voitures-9/1b2eaabd-2602-4890-9d72-daa5dfb93d19/fiat-uno-rouge,Fiat,Uno,Essence,414375.0,5.0,1989.0,7500.0
1352,https://www.tayara.tn//listings/voitures-9/e99c7751-3b16-4e3c-b8e4-4c400e325a96/a-vendre-golf-7,Volkswagen,Golf 7,Diesel,120000.0,5.0,2013.0,52000.0
1353,https://www.tayara.tn//listings/voitures-9/ed32915b-d4b0-46dd-afae-0a2c4a61b6b3/mégane,Renault,Megane,Diesel,400000.0,5.0,2004.0,14500.0
1354,https://www.tayara.tn//listings/voitures-9/507346c3-2141-4f61-a369-eda861a498c9/a-vendre-,Citroen,Berlingo,Diesel,300000.0,5.0,2010.0,24000.0
1356,https://www.tayara.tn//listings/voitures-9/9cd7f9f3-1bc0-466a-9311-292177ee9e37/avendre,Citroen,Jumpy,Diesel,324000.0,7.0,1999.0,13000.0
1357,https://www.tayara.tn//listings/voitures-9/8cb97916-aed6-4eb5-847b-75292ed08ccb/amarok,Volkswagen,Amarok,Diesel,190000.0,8.0,2012.0,57500.0
1358,https://www.tayara.tn//listings/voitures-9/88c453fd-a5ea-4325-a76c-4c9c78c9b55f/audi-a4-diesel-,Audi,A4,Diesel,218000.0,7.0,2007.0,27000.0
1360,https://www.tayara.tn//listings/voitures-9/1d7e7f5a-32fc-48b6-ac61-ab4274a8469c/polo-6,AC,Cobra,Diesel,500000.0,4.0,2009.0,12000.0
1361,https://www.tayara.tn//listings/voitures-9/0fc0e5f2-d249-406a-ac10-72430e53ab0a/chevrolet-aveo-ls,Chevrolet,Aveo,Essence,285000.0,5.0,2007.0,14800.0
1362,https://www.tayara.tn//listings/voitures-9/df5ccd52-7653-404e-b1ec-c20426c62e2a/nissan-navara,Nissan,Navara,Diesel,220000.0,8.0,2009.0,48000.0
1363,https://www.tayara.tn//listings/voitures-9/38ae6060-7605-4c92-86f5-1535b3472f05/💥fiat-grandi-evo-confort💥,Fiat,Grande Punto,Essence,105000.0,4.0,2014.0,28000.0
1364,https://www.tayara.tn//listings/voitures-9/43c98443-f17a-497e-82c5-086a238e3347/chevrolet-aveo-tout-option-3morha-3amin-wi-noss,Chevrolet,Aveo,Essence,105000.0,5.0,2018.0,32800.0
1366,https://www.tayara.tn//listings/voitures-9/1a1cc66b-efbb-4e71-a955-e0c3c24d41be/clio-campus-model-2007,Renault,Clio,Essence,264000.0,4.0,2007.0,21500.0
1368,https://www.tayara.tn//listings/voitures-9/f2f86638-552e-4213-85f6-35fa9be11ae8/partner-tepee-5-places-essence-1-6l-fin-2016,Peugeot,Tepee,Essence,170000.0,7.0,2016.0,44000.0
1369,https://www.tayara.tn//listings/voitures-9/822dfa62-c3ca-4782-9586-f9f891035bae/peugeot-407,Peugeot,407,Diesel,237000.0,6.0,2006.0,21500.0
1370,https://www.tayara.tn//listings/voitures-9/8d041415-9a79-45a8-b5a9-6e362e61bc14/grandi-punto,Fiat,Punto,Essence,142000.0,5.0,2011.0,19000.0
1371,https://www.tayara.tn//listings/voitures-9/fd2d4cf9-a86d-4c78-8ded-86a3efb869f9/à-vendre-megane-casquette,Renault,Megane,Diesel,200000.0,5.0,2006.0,16500.0
1372,https://www.tayara.tn//listings/voitures-9/063c36ee-a535-4878-9046-c46ca4b3f731/polo-6-essence-18000dt-contact-27106801,Volkswagen,Polo,Essence,220000.0,5.0,2008.0,18000.0
1373,https://www.tayara.tn//listings/voitures-9/a74fc5ab-94a6-49ea-9ba4-6b023c44e806/ma-voiture-,Opel,Corsa,Essence,200000.0,4.0,1997.0,11800.0
1374,https://www.tayara.tn//listings/voitures-9/6ab9ce63-6076-49dc-b184-4207e174c9b0/passat-break-,Volkswagen,Passat,Diesel,230000.0,7.0,2003.0,18500.0
1375,https://www.tayara.tn//listings/voitures-9/4d32b225-3fac-47c3-afb2-9c9f70aab90f/dacia-logan,Dacia,Logan,Diesel,158000.0,6.0,2012.0,13500.0
1376,https://www.tayara.tn//listings/voitures-9/dc9c5216-adde-473d-95f9-fb7f6b68d64b/clio-3-5-ch-en-bonne-état,Renault,Clio,Essence,150000.0,5.0,2011.0,27000.0
1377,https://www.tayara.tn//listings/voitures-9/1f3a28f3-bad5-4de1-8cc7-92e4262dd6e8/voiture-commercial-fiat,Fiat,Doblo,Diesel,187000.0,5.0,2014.0,19000.0
1378,https://www.tayara.tn//listings/voitures-9/e51d6a87-ecfa-4466-8d74-b2dc29511cc6/grand-c4-picasso,Citroen,C4 Picasso,Diesel,215002.0,6.0,2009.0,25000.0
1379,https://www.tayara.tn//listings/voitures-9/0343c951-d31e-464d-8f0e-58001539ac43/golf-2,Volkswagen,Golf 2,Essence,250000.0,6.0,1986.0,5500.0
1380,https://www.tayara.tn//listings/voitures-9/91b0abef-b810-4a30-b309-954173c51dd5/kia-rio-coupée-à-vendre-de-couleur-rouge-pourpre-prix-35-000,Kia,Rio,Essence,94000.0,5.0,2014.0,35000.0
1381,https://www.tayara.tn//listings/voitures-9/1b7a768e-33a5-4b54-8df7-e17ba4569dec/kia-rio,Kia,Rio,Essence,119000.0,5.0,2015.0,33000.0
1382,https://www.tayara.tn//listings/voitures-9/e2a2e829-a56a-4c18-bc60-c503f5d3e91a/isuzu-d'max,Isuzu,D-MAX,Diesel,190000.0,8.0,2012.0,42000.0
1383,https://www.tayara.tn//listings/voitures-9/6196d7f2-ee4e-4e54-83b1-d24d00295cd4/quatrel-f4,Renault,R4,Essence,140000.0,5.0,1981.0,1300.0
1384,https://www.tayara.tn//listings/voitures-9/3fc189c3-a33d-4e89-a448-e7adefa421f6/a-vendre-chevrelet-ls-état-neuf,Chevrolet,Aveo,Essence,79000.0,5.0,2017.0,28000.0
1385,https://www.tayara.tn//listings/voitures-9/04c05f31-698d-4b72-96c9-44e837197b18/renault-fluence,Renault,Fluence,Essence,140000.0,7.0,2013.0,37000.0
1386,https://www.tayara.tn//listings/voitures-9/1332a465-7d60-46ab-9ccd-783f4ad9576e/caddy-pour-vente-ou-échange,Volkswagen,Caddy,Diesel,177000.0,5.0,2013.0,24500.0
1387,https://www.tayara.tn//listings/voitures-9/7db8bf55-326a-406c-894b-faccb9d1dac9/fiat-palio,Fiat,Palio,Essence,220000.0,4.0,2001.0,11200.0
1388,https://www.tayara.tn//listings/voitures-9/2d198b69-dc10-411b-9406-59d243c9a812/206-4cv-a-vendre,Peugeot,206,Essence,310000.0,4.0,2000.0,11500.0
1389,https://www.tayara.tn//listings/voitures-9/fec19538-1fd5-4471-a551-1c5bfe2606b1/belle-polo-5-double-airbracam-toute-options-,Volkswagen,Polo,Essence,214000.0,5.0,2004.0,15000.0
1390,https://www.tayara.tn//listings/voitures-9/097d8c06-37e7-4346-af79-0ea9c84ed83b/jumper-stafète,Citroen,Jumper,Diesel,171000.0,7.0,2011.0,23000.0
1391,https://www.tayara.tn//listings/voitures-9/3643d9eb-6845-4331-893c-934193c00fb0/bmw-318i-f30-,BMW,Serie 3,Essence,90000.0,7.0,2016.0,90000.0
1392,https://www.tayara.tn//listings/voitures-9/9cf0a7ea-389a-4b6c-b7ab-49424c4aecc3/peugeot-208-deux-porte-contactez-98479647-52379647,Peugeot,208,Essence,105000.0,4.0,2013.0,28000.0
1393,https://www.tayara.tn//listings/voitures-9/44c4154d-8d27-4534-a5c9-4da18d720a95/grande-punto-série-197,Fiat,Grande Punto,Essence,90000.0,4.0,2017.0,30000.0
1396,https://www.tayara.tn//listings/voitures-9/7c09eeb5-d2c1-4a5c-b381-29abd6472765/clio-,Renault,Clio,Essence,22000.0,4.0,2017.0,35000.0
1397,https://www.tayara.tn//listings/voitures-9/8ca6f75b-67c3-4a66-986b-981e7d07f559/clio-3-ess-tres-propre,Renault,Clio,Essence,140000.0,5.0,2011.0,27500.0
1398,https://www.tayara.tn//listings/voitures-9/4e68bf72-b58c-4b9f-9b6c-a7aeea7148f8/une-belle-mercedes-benz-classe-a180-amg,Mercedes-Benz,Classe A,Essence,78700.0,6.0,2014.0,82000.0
1399,https://www.tayara.tn//listings/voitures-9/80a7444b-18de-4a91-8f91-75ba817a9edf/golf-3-,Volkswagen,Golf 3,Diesel,180000.0,6.0,1994.0,9700.0
1400,https://www.tayara.tn//listings/voitures-9/403c7dec-717e-4e80-8d99-73a80daee503/clio-campus-bien-entretenue,Renault,Clio,Essence,236000.0,4.0,2008.0,21700.0
1401,https://www.tayara.tn//listings/voitures-9/cb528db8-ce08-412d-9157-c9c9f89c083b/citroen-c-elysée-,Citroen,C-Elysée,Essence,96000.0,5.0,2016.0,25000.0
1402,https://www.tayara.tn//listings/voitures-9/fde2974b-3925-4ddf-b74b-39eda3a1155d/ford-fiesta,Ford,Fiesta,Essence,158000.0,5.0,2012.0,23000.0
1403,https://www.tayara.tn//listings/voitures-9/e85241ce-eb93-4463-be88-43550162c174/106-ndhifa-,Peugeot,106,Essence,300000.0,5.0,1998.0,10500.0
